month,spine_shade_pct
1,99.04153354632588
2,98.48024316109422
3,100.0
4,99.46949602122017
5,98.53658536585365
6,100.0
7,100.0
8,97.29064039408867
9,100.0
10,99.42196531791907
11,100.0
12,98.47560975609755
